	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	Normalized_Enrichment_Score	FDR
11	DB05482	7-ethyl-10-hydroxycamptothecin	Investigated for use/treatment in colorectal cancer.	TOP1	-4.765921970643049	-3.040814742420701	<0.0001
12	DB04690	Camptothecin	Investigated for the treatment of cancer.	TOP1	-4.765921970643049	-1.6040108529599744	<0.0001
13	DB07101	PD-0325901		MAP2K1	-4.554381169952628	2.6344380521564394	<0.0001
14	DB07460	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE		PTK2	-4.510747798616523	-1.9011355861562107	<0.0001
15	DB07379	(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol		CDK6	-4.371537493925082	-1.5294224408671204	<0.0001
16	DB08881	Vemurafenib	"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.[A31270] The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.[A31271] 
Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.[L1013] Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.[A31272]"	BRAF	-4.336554835059072	-2.209453038877697	<0.0001
17	DB06999	PLX-4720		BRAF	-4.336554835059072	-1.5248000466789986	<0.0001
18	DB12015	Alpelisib	Alpelisib is indicated in combination with fulvestrant to treat postmenopausal women, and men, with advanced or metastatic breast cancer.[Label] This cancer must be hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, and PIK3CA­ mutated.[Label] The cancer must be detected by an FDA-approved test following progression on or after an endocrine-based regimen.[Label]	PIK3CA	-4.314715513898638	1.6937770554719638	<0.0001
19	DB07350	(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide		HDAC8	-4.044040678722683	-2.0537953072750095	<0.0001
20	DB02565	4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide		HDAC8	-4.044040678722683	-1.9526291046707702	<0.0001
21	DB08633	TNP-470		METAP2	-4.005274357892877	-1.5437471770947797	<0.0001
22	DB01167	Itraconazole	For the treatment of the following fungal infections in immunocompromised and non-immunocompromised patients: pulmonary and extrapulmonary blastomycosis, histoplasmosis, aspergillosis, and onychomycosis.	CYP51A1	-3.901356331970025	-1.5052119362651137	<0.0001
23	DB07705	(S)-econazole		CYP51A1	-3.901356331970025	-1.2930573579242013	<0.0001
24	DB02424	Geldanamycin		HSP90AA1, HSP90AB1, HSP90B1	-3.40582174448474	-2.153478757175402	<0.0001
25	DB03759	FG-9041		GRIA2	-3.200288844614243	1.6763742684834066	<0.0001
26	DB00499	Flutamide	For the management of locally confined Stage B2-C and Stage D2 metastatic carcinoma of the prostate	AHR, NR1I2, AR	-3.1199233829382638	-1.486130578142672	<0.0001
27	DB12500	Fedratinib	Fedratinib is indicated to treat adults with primary or secondary myelofibrosis that is either intermediate-2 or high risk.[L8090]	JAK2, JAK1, FLT3	-2.877022853218384	2.133264643388653	<0.0001
28	DB00530	Erlotinib	"Erlotinib is indicated for:

- The treatment of metastatic non-small cell lung cancer (NSCLC) with tumors showing epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations [FDA label]. 

- In combination with first-line treatment for patients diagnosed with locally advanced, unresectable or metastatic pancreatic cancer [FDA label].

The safety and efficacy of erlotinib have not been established for patients with NSCLC whose tumors show other EGFR mutations. Additionally it is not recommended for use in combination with platinum-based chemotherapy. [FDA label]"	EGFR, NR1I2	-2.8483387485521474	1.5346763461649038	<0.0001
29	DB01259	Lapatinib	Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.	EGFR, ERBB2	-2.8483387485521474	-1.3890673833851483	<0.0001
30	DB08756	Y-27632		ROCK1, ROCK2, PKIA, PRKACA	-2.652090186095962	1.7873634852505895	<0.0001
31	DB05134	Tanespimycin	Investigated for use/treatment in leukemia (myeloid) and solid tumors.	HSP90AA1, HSP90AB1	-2.636441970236284	-2.1351349284177834	<0.0001
32	DB04839	Cyproterone acetate	For the palliative treatment of patients with advanced prostatic carcinoma.	KLK3, AR	-2.6318750149836885	1.5103786966902855	<0.0001
33	DB13520	Metergoline		SCN2A	-2.569069634792248	-1.4783118368448998	<0.0001
34	DB03758	Radicicol		DLAT, HSP90AB1, HSP90B1, PDK3	-2.5095280418783754	-1.3898657826314769	<0.0001
35	DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine		MAPK1, MAPK14	-2.476021846452761	-1.6875402870729168	<0.0001
36	DB01438	Phenazopyridine	Phenazopyridine hydrochloride is indicated to relieve uncomfortable symptoms that occur as a consequence of mucosal irritation of the lower urinary tract in adults.  The irritation may be a result of trauma, surgery, endoscopic procedures, infection, or the insertion of instruments or urinary catheters.[L7826] Phenazopyridine may be used in combination with antimicrobial therapy but is not used as an antimicrobial agent. It contributes to the relief of discomfort and pain before antimicrobial therapy begins to take effect.  It is important to note that the duration of treatment with this drug should last a maximum of 2 days.[L7826] Phenazopyridine is available in many countries as an over the counter drug.[A182147]	SCN1A	-2.376723745229591	1.6012377998360698	<0.0001
37	DB09342	Propoxycaine	"Propoxycaine is a local anesthetic medication.  It was used beginning in the 1950s during dental procedures [L1591].  It has been combined with procaine to accelerate its onset of action and provide longer-lasting anesthetic effect [L1592].

It was produced for use when amide local anesthetics were contraindicated due to allergy or when several amide anesthetics were unsuccessful [L1592]."	SCN1A	-2.376723745229591	-1.1370702898502056	<0.0001
38	DB00762	Irinotecan	For the treatment of metastatic colorectal cancer (first-line therapy when administered with 5-fluorouracil and leucovorin). Also used in combination with cisplatin for the treatment of extensive small cell lung cancer. Irinotecan is currently under investigation for the treatment of metastatic or recurrent cervical cancer. Also used in combination with fluorouracil and leucovorin for the treatment of patients with metastatic adenocarcinoma of the pancreas after disease progression following gemcitabine-based therapy. 	TOP1MT, TOP1	-2.2932844523511657	-2.125152254754254	<0.0001
39	DB01030	Topotecan	For the treatment of advanced ovarian cancer in patients with disease that has recurred or progressed following therapy with platinum-based regimens. Also used as a second-line therapy for treatment-sensitive small cell lung cancer, as well as in combination with cisplatin for the treatment of stage IV-B, recurrent, or persistent cervical cancer not amenable to curative treatment with surgery and/or radiation therapy.	TOP1MT, TOP1	-2.2932844523511657	-1.7760225393483566	<0.0001
40	DB11689	Selumetinib	Although selumetinib has been investigated for the treatment of several types of cancer, it is currently only indicated for the treatment of neurofibromatosis type 1 (NF1) in patients ≥2 years who have symptomatic, inoperable plexiform neurofibromas (PN).[A193611,L12852,L12969]	MAP2K1, MAP2K2	-2.1875140520059553	2.061794850347465	<0.0001
41	DB15399	BMS-754807		INSR, IGF1R	-2.1767716411225684	-1.343821619843162	<0.0001
42	DB08877	Ruxolitinib	"Ruxolitinib is indicated for the treatment of inte1mediate or high-risk myelofibrosis (MF), including prima1y MF, post-polycythemia vera MF and post-essential thrombocythemia MF in adults.[L31938] It is also indicated to treat disease-related splenomegaly or symptoms in adult patients with these conditions.[L32073]

Ruxolitinib is indicated for the treatment of polycythemia vera (PV) in adults who have had an inadequate response to or are intolerant of hydroxyurea.[L31938]

Ruxolitinib is indicated for the treatment of steroid-refracto1y acute graft-versus-host disease (GVHD) in adult and pediatric patients 12 years and older.[L31938]

Ruxolitinib is indicated for topical non-continuous and short-term treatment of mild to moderate atopic dermatitis in immunocompetent patients who are 12 years and older and whose disease is not adequately controlled with topical prescription therapies or when the topical prescription therapies are not advisable.[L39125]"	TYK2, JAK2, JAK1, JAK3	-2.1129288734286087	1.7978277683544321	<0.0001
43	DB08895	Tofacitinib	"For the treatment of moderate to severe rheumatoid arthritis which is resistant or intolerant to methotrexate therapy. It may also be used as an adjunct to methotrexate therapy, or other non-biologic disease-modifying antirheumatic drugs (DMARDS), when methotrexate alone is not sufficient.  

Tofacitinib has also been investigated as a preventative therapy for kidney transplant rejections, and as a treatment for psoriasis, ulcerative colitis, and ankylosing spondylitis. 

It is not to be initiated in patients with a history of chronic or recurrent infections, or in the presence of active infection, even if localized, due to reports of serious and sometimes fatal infections (commonly pneumonia, herpes zoster and urinary tract infections). Use of tofacitinib is also discouraged in those who have been, or are likely to be, exposed to TB. An increased likelihood of exposure may be encountered by traveling to certain areas. In addition, tofacitinib is not to be used in patients with severe hepatic impairment, or low hemoglobin (less than 9g/dL). Cautioned is advised when using tofacitinib in patients at risk of gastrointestinal perforation, and in the elderly who are more susceptible to infection.   "	TYK2, JAK2, JAK1, JAK3	-2.1129288734286087	1.4803988766895069	<0.0001
44	DB09073	Palbociclib	"Palbociclib is indicated in combination with [letrozole] as initial endocrine-based therapy for the treatment of human epidermal growth factor receptor type 2 (HER2)-negative and hormone receptor(HR)-positive tumors in adult patients with advanced/metastatic breast cancer. It is as well approved in combination with [fulvestrant] in patients with disease progression with prior endocrine therapy.[A176783]

In the official labeling, the use of palbociclib should be accompanied with either an aromatase inhibition, no restricted to letrozole, as initial endocrine-based therapy in postmenopausal women or in man.[FDA label]

The breast cancer starts as a group of cancer cells that grow into and destroy the nearby breast tissue. This growth can spread into other parts of the body which is called metastasis. According to the location of the cancer cells, it can be categorized in ductal carcinoma and lobular carcinoma. However, other types of breast cancer include inflammatory breast cancer, Paget disease of the breast, triple negative breast cancer non-Hodgkin lymphoma and soft tissue sarcoma.[L5870] In males, breast cancer is usually treated as the cases of postmenopausal women and almost all the cases are ductal carcinoma.[L5873]"	CDK6, CDK4	-2.0960922139921823	2.10407485078995	<0.0001
45	DB05984	RAF-265	Investigated for use/treatment in melanoma.	BRAF, KDR	-2.0786008845591777	1.8918702666106457	<0.0001
46	DB00694	Daunorubicin	"For remission induction in acute nonlymphocytic leukemia (myelogenous, monocytic, erythroid) of adults and for remission induction in acute lymphocytic leukemia of children and adults.

Daunorubicin is indicated in combination with [cytarabine] for the treatment of newly-diagnosed therapy-related acute myeloid leukemia (t-AML) or AML with myelodysplasia-related changes (AML-MRC) in adults and pediatric patients 1 year and older.[L32843]"	TOP2A, TOP2B	-2.046754793255194	-2.8729825681403356	<0.0001
47	DB00380	Dexrazoxane	For reducing the incidence and severity of cardiomyopathy associated with doxorubicin administration in women with metastatic breast cancer who have received a cumulative doxorubicin hydrochloride dose of 300 mg/m^2 and would benefit from continued doxorubicin therapy. Also approved for the treatment of extravasation from intravenous anthracyclines.	TOP2A, TOP2B	-2.046754793255194	1.7590477637832453	<0.0001
48	DB00773	Etoposide	For use in combination with other chemotherapeutic agents in the treatment of refractory testicular tumors and as first line treatment in patients with small cell lung cancer. Also used to treat other malignancies such as lymphoma, non-lymphocytic leukemia, and glioblastoma multiforme.	TOP2A, TOP2B	-2.046754793255194	-1.6563032122624104	<0.0001
49	DB01782	Pyrazolanthrone		MAPK8, MAPK8IP1, MAPK10, TTK	-1.9398940900815822	2.3485231296410554	<0.0001
50	DB04297	Trichostatin A		HDAC7, HDAC8	-1.9323438063909828	-2.330279747258952	<0.0001
51	DB05913	OSI-930	Investigated for use/treatment in solid tumors.	FLT1, KIT	-1.918606449888559	2.1561364743638074	<0.0001
52	DB04868	Nilotinib	For the potential treatment of various leukemias, including chronic myeloid leukemia (CML).	ABL1, KIT	-1.918606449888559	1.2475476522715512	<0.0001
53	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE		AKT2, GSK3B, PKIA, PRKACA	-1.8804554509439362	2.422947441679205	<0.0001
54	DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE		PRKACA, AKT2, PKIA, GSK3B	-1.8804554509439362	-1.6836028590793042	<0.0001
55	DB00631	Clofarabine	For the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphocytic (lymphoblastic) leukemia after at least two prior regimens. It is designated as an orphan drug by the FDA for this use.	POLA1, RRM1	-1.8228641371579628	-1.5131345545222248	<0.0001
56	DB04149	(R)-Rolipram		PDE4D, PDE4B	-1.7317209089418755	1.4956298469953453	<0.0001
57	DB08912	Dabrafenib	"Tafinlar is a kinase inhibitor that was initially indicated as a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test [FDA label].

Tafinlar in combination with [DB08911] is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. The use in combination is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for Tafinlar in combination with trametinib [FDA label].

In May 2018, Tafinlar (dabrafenib) and Mekinist ([DB08911]) have been approved in combination to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L2712]."	LIMK1, RAF1, SIK1, BRAF, NEK11	-1.7156150414141274	2.065576359345546	<0.0001
58	DB09371	Norethynodrel		ESR1, AR, SHBG	-1.6947989880088863	-1.5032292771268516	<0.0001
59	DB00343	Diltiazem	"**Oral**

Indicated for the management of hypertension, to lower blood pressure, alone or in combination with other antihypertensive agents.[L10556]

Indicated for use to improve exercise tolerance in patients with chronic stable angina.[L10556]

Indicated for the management of variant angina (Prinzmetal's angina).[L6298]

**Intravenous**

Indicated for the short-term management of atrial fibrillation or atrial flutter for temporary control of rapid ventricular rate.[L6292]

Indicated for the rapid conversion of paroxysmal supraventricular tachycardias (PSVT) to sinus rhythm. This includes AV nodal reentrant tachycardias and reciprocating tachycardias associated with an extranodal accessory pathway such as the WPW syndrome or short PR syndrome.[L6292]

**Off-label**

Indicated for off-label uses in anal fissures (as topical formulation), migraine prophylaxis, cramps in lower leg related to rest, pulmonary hypertension,[L6289] idiopathic dilated cardiomyopathy, and proteinuria associated with diabetic nephropathy.[L6298]"	CACNG1, CACNA1C	-1.609203397846179	1.3346412867153148	<0.0001
60	DB08437	Puromycin		RPL19, RPL13A, RSL24D1, RPL3, RPL37, RPL10L, RPL26L1, RPL11, RPL23, RPL15, RPL8, RPL23A	-1.4625474292582443	-1.4260086944938022	<0.0001
61	DB01041	Thalidomide	For the acute treatment of the cutaneous manifestations of moderate to severe erythema nodosum leprosum (ENL). Also for use as maintenance therapy for prevention and suppression of the cutaneous manifestations of ENL recurrence.	CRBN, ORM1, PTGS2, FGFR2, TNF, NFKB1	-1.3940805259050773	-1.6649139292770783	<0.0001
62	DB01148	Flavoxate	For symptomatic relief of dysuria, urgency, nocturia, suprapubic pain, frequency and incontinence as may occur in cystitis, prostatitis, urethritis, urethrocystitis/urethrotrigonitis.	CHRM1, CHRM2	-1.3863274640203105	-1.3864406701746794	<0.0001
63	DB01092	Ouabain	For the treatment of atrial fibrillation and flutter and heart failure	ATP1A2, ATP1A1, ATP1A3	-1.3705183258412834	1.4905894562612454	<0.0001
64	DB07374	Anisomycin		RPL19, RPL13A, RSL24D1, RPL3, RPL37, SNU13, RPL10L, RPL26L1, RPL11, RPL23, RPL15, RPL8, RPL23A	-1.3362473911660162	2.0836589120886604	<0.0001
65	DB07080	TO-901317		RXRB, NCOA2, NR1I2, NCOA1, NR1H3, NR1H2	-1.258996073338299	-1.6946786866038674	<0.0001
66	DB12116	Epigallocatechin gallate		AHR, DHFR2, DNMT1	-1.24577132898866	2.0395392835495127	<0.0001
67	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID		RXRB, NR1H3, NCOA2	-1.242405065460706	-2.0450069127825015	<0.0001
68	DB07863	2-chloro-5-nitro-N-phenylbenzamide		PPARG, NCOA2, RXRA	-1.242405065460706	1.7419592033382902	<0.0001
69	DB00393	Nimodipine	For use as an adjunct to improve neurologic outcome following subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms by reducing the incidence and severity of ischemic deficits.	CACNA1S, CACNB3, CACNA1C, CACNB4, CACNA1D, AHR, CACNB2, NR3C2, CACNA1F, CACNB1	-1.23139631881548	2.0799827787935365	<0.0001
70	DB03496	Alvocidib	Investigated for use/treatment in esophageal cancer, leukemia (lymphoid), lung cancer, liver cancer, and lymphoma (unspecified).	CDK6, PYGM, CDK9, CDK4, PYGB, EGFR, CDK8, CDK1, CDK7, CDK5, CDK2	-1.2027777536418547	-1.5767183373381755	<0.0001
71	DB02116	Olomoucine		CDK1, CDK5, CDK2, MAPK1	-1.1483343902560215	-1.942034429125014	<0.0001
72	DB08080	Latrunculin B		SPIRE2, MRTFA, ACTA1	-1.1069553869594024	2.058261369644573	<0.0001
73	DB05294	Vandetanib	Vandetanib is currently approved as an alternative to local therapies for both unresectable and disseminated disease. Because Vandetanib can prolong the Q-T interval, it is contraindicated for use in patients with serious cardiac complications such as congenital long QT syndrome and uncompensated heart failure. 	PTK6, VEGFA, TEK, EGFR, RET	-1.0317236598564283	-2.4639313090323243	<0.0001
74	DB01013	Clobetasol propionate	Clobetasol propionate is indicated to treat moderate to severe plaque psoriasis[L11818,L118121,L11824] as well as inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L11815,L11827]	NR3C2, NR3C1, ANXA1	-1.0039979428685923	1.427602629311934	<0.0001
75	DB00201	Caffeine	Caffeine is indicated for the short term treatment of apnea of prematurity in infants and off label for the prevention and treatment of bronchopulmonary dysplasia caused by premature birth.[T716,L9851] In addition, it is indicated in combination with sodium benzoate to treat respiratory depression resulting from an overdose with CNS depressant drugs.[L9899] Caffeine has a broad range of over the counter uses, and is found in energy supplements, athletic enhancement products, pain relief products, as well as cosmetic products.[T716,L9854,L9872]	ITPR1, ADORA2B, PDE1A, ADORA1, PRKDC, PDE4B, ADORA2A, ADORA3, RYR1, PIK3CB, PDE1B, ATM, PIK3CA, PIK3CD	-0.9717821146805857	1.6695818747290616	<0.0001
76	DB01406	Danazol	For the treatment of endometriosis and fibrocystic breast disease (in patients unresponsive to simple measures). Also used for the prophylactic treatment of all types of hereditary angioedema in males and females.	ESR1, GNRHR, CCL2, PGR, AR, GNRHR2	-0.9451381664290447	2.032658722944407	<0.0001
77	DB00648	Mitotane	For treatment of inoperable adrenocortical tumours; Cushing's syndrome	ESR1, PGR, CYP11B1, FDX1, AR	-0.9451381664290447	-1.4790908046045639	<0.0001
78	DB00655	Estrone	For management of perimenopausal and postmenopausal symptoms.	ESR1, ESR2, SHBG, AR, CYP19A1	-0.9451381664290447	1.411410300967684	<0.0001
79	DB08059	Wortmannin		PIK3CA, PLK1, PIK3CG, PIK3R1	-0.9441640790191211	-2.011092613785162	<0.0001
80	DB00818	Propofol	Used for induction and/or maintenance of anaesthesia and for management of refractory status epilepticus. 	GABRB2, SCN2A, GABRB3, GABRA1, SCN4A	-0.9433213028944231	1.5837095700974244	<0.0001
81	DB07557	3,20-Pregnanedione		NCOA1, NR1I3, AKR1D1, RXRA	-0.9118520444267394	1.641327823803936	<0.0001
82	DB11886	Infigratinib	Infigratinib is indicated for the treatment of previously treated, unresectable locally advanced or metastatic cholangiocarcinoma in adults with a fibroblast growth factor receptor 2 (FGFR2) fusion or another rearrangement as detected by an FDA-approved test.[L34299]	FGFR3, FGFR1, FGFR4, FGFR2	-0.8737794005452636	2.379838551530107	<0.0001
83	DB00804	Dicyclomine	Dicyclomine is indicated for the treatment of functional bowel disorder and irritable bowel syndrome.[L7967]	CHRM1, CHRM2, CHRM3	-0.8644339540333009	1.2979052353540659	<0.0001
84	DB00642	Pemetrexed	Used in combination with cisplatin for the treatment of malignant pleural mesothelioma in adults whose disease is unresectable or who otherwise are not candidates for potentially curative surgery. Also used as a monotherapy for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy	GART, DHFR, TYMS, ATIC	-0.8624842901720312	-1.877725257701512	<0.0001
85	DB00675	Tamoxifen	Tamoxifen is indicated to treat estrogen receptor positive metastatic breast cancer in adults, as an adjuvant in the treatment of early stage estrogen receptor positive breast cancer in adults, to reduce the risk of invasive breast cancer after surgery and radiation in adult women with ductal carcinoma in situ.[L7802]	MAPK8, ESR1, ESR2, PRKCA, NR1I2, ESRRG, SHBG, KCNH2, EBP, AR	-0.8429284108347063	2.046630850234523	<0.0001
86	DB08896	Regorafenib	Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumour (GIST) who have been previously treated with imatinib mesylate and sunitinib malate. Regorafenib is also indicated for the treatment of patients with hepatocellular carcinoma (HCC) previously treated with sorafenib.[L16835]	FLT4, ABL1, RAF1, FGFR2, TEK, KDR, DDR2, FGFR1, EPHA2, FLT1, NTRK1, BRAF, MAPK11, KIT, PDGFRB, FRK, RET, PDGFRA	-0.8141630137468769	2.2423000669963558	<0.0001
87	DB08604	Triclosan	Triclosan is used in a variety of common household products, including soaps, mouthwashes, dish detergents, toothpastes, deodorants, and hand sanitizers.  It is also used in health care settings in surgical scrubs and personnel hand washes.	NR1I2, NR1I3, PPARG, TPO, AR	-0.8017377107776695	1.6623296536047116	<0.0001
88	DB02266	Flufenamic acid		AKR1C3, PTGS2, PTGS1, PPARG, AR, PPARA	-0.7577229610340842	-1.45672810937851	<0.0001
89	DB00396	Progesterone	"**Gelatinized capsules**

The gelatinized capsules are indicated for use in the prevention of endometrial hyperplasia in non-hysterectomized postmenopausal women who are receiving conjugated estrogens tablets. They are also indicated for use in secondary amenorrhea [FDA label]. 

**Vaginal gel**

Progesterone gel (8%) is indicated as progesterone supplementation or replacement as part of an Assisted Reproductive Technology (“ART”) treatment for infertile women with progesterone deficiency.  The lower concentration progesterone gel (4%) is used in the treatment of secondary amenorrhea, with the use of the 8% concentration if there is no therapeutic response to the 4% gel [F3898].

**Vaginal insert**

This form is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women [F3901].

**Injection (intramuscular)**

This drug is indicated in amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer [F3907]. 

**Tablets, contraceptive**

The tablet form of progesterone in contraceptive formulations is indicated for the prevention of pregnancy [F3904]. "	ORM1, ESR1, OPRK1, CYP17A1, NR3C1, ESR2, NR3C2, PGR, SHBG, AR	-0.7378978528869566	1.5637285719119278	<0.0001
90	DB07995	H-89		HASPIN, PKIA, PRKACA	-0.7367878343036042	1.6446438253035052	<0.0001
91	DB09237	Levamlodipine	Levamlodipine is indicated alone or in combination to treat hypertension in adults and children.[L10833]	CACNA1D, NOS2, NOS3, CACNA1C	-0.7149251659527306	-1.4070203793138474	<0.0001
92	DB03010	Patupilone	Investigated for use/treatment in ovarian cancer, lung cancer, brain cancer, breast cancer, and gastric cancer.	TUBA4A, TUBB, TUBA1C, TUBA3C, TUBB4B, TUBB4A, TUBA8, TUBA1B, TUBA1A, TUBB3, TUBB1	-0.714416833147713	1.4278270120564358	<0.0001
93	DB00887	Bumetanide	For the treatment of edema associated with congestive heart failure, hepatic and renal disease including the nephrotic syndrome.	SLC12A5, SLC12A4, SLC12A1, SLC12A2, CFTR	-0.7022004431486439	-1.4291710864165617	<0.0001
94	DB01076	Atorvastatin	"Atorvastatin is indicated for the treatment of several types of dyslipidemias, including primary hyperlipidemia and mixed dyslipidemia in adults, hypertriglyceridemia, primary dysbetalipoproteinemia, homozygous familial hypercholesterolemia, and heterozygous familial hypercholesterolemia in adolescent patients with failed dietary modifications.[A177397]

Dyslipidemia describes an elevation of plasma cholesterol, triglycerides or both as well as to the presence of low levels of high-density lipoprotein. This condition represents an increased risk for the development of atherosclerosis.[L6025] 

Atorvastatin is indicated, in combination with dietary modifications, to prevent cardiovascular events in patients with cardiac risk factors and/or abnormal lipid profiles.[A177397]

Atorvastatin can be used as a preventive agent for myocardial infarction, stroke, revascularization, and angina, in patients without coronary heart disease but with multiple risk factors and in patients with type 2 diabetes without coronary heart disease but multiple risk factors.[A177397]

Atorvastatin may be used as a preventive agent for non-fatal myocardial infarction, fatal and non-fatal stroke, revascularization procedures, hospitalization for congestive heart failure and angina in patients with coronary heart disease.[A177397]

Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD. Statin-indicated conditions include diabetes mellitus, clinical atherosclerosis (including myocardial infarction, acute coronary syndromes, stable angina, documented coronary artery disease, stroke, trans ischemic attack (TIA), documented carotid disease, peripheral artery disease, and claudication), abdominal aortic aneurysm, chronic kidney disease, and severely elevated LDL-C levels.[A181087, A181406]"	HDAC2, AHR, DPP4, NR1I3, HMGCR	-0.6757215710169089	1.8262276730698772	<0.0001
