	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	FDR
10	DB08877	ruxolitinib	"Ruxolitinib is indicated for the treatment of inte1mediate or high-risk myelofibrosis (MF), including prima1y MF, post-polycythemia vera MF and post-essential thrombocythemia MF in adults.[L31938] It is also indicated to treat disease-related splenomegaly or symptoms in adult patients with these conditions.[L32073]

Ruxolitinib is indicated for the treatment of polycythemia vera (PV) in adults who have had an inadequate response to or are intolerant of hydroxyurea.[L31938]

Ruxolitinib is indicated for the treatment of steroid-refracto1y acute graft-versus-host disease (GVHD) in adult and pediatric patients 12 years and older.[L31938]

Ruxolitinib is indicated for topical non-continuous and short-term treatment of mild to moderate atopic dermatitis in immunocompetent patients who are 12 years and older and whose disease is not adequately controlled with topical prescription therapies or when the topical prescription therapies are not advisable.[L39125]"	JAK3, JAK2, JAK1, TYK2	-1.8005035283597848	7.768904848292765e-06
11	DB08895	tofacitinib	"For the treatment of moderate to severe rheumatoid arthritis which is resistant or intolerant to methotrexate therapy. It may also be used as an adjunct to methotrexate therapy, or other non-biologic disease-modifying antirheumatic drugs (DMARDS), when methotrexate alone is not sufficient.  

Tofacitinib has also been investigated as a preventative therapy for kidney transplant rejections, and as a treatment for psoriasis, ulcerative colitis, and ankylosing spondylitis. 

It is not to be initiated in patients with a history of chronic or recurrent infections, or in the presence of active infection, even if localized, due to reports of serious and sometimes fatal infections (commonly pneumonia, herpes zoster and urinary tract infections). Use of tofacitinib is also discouraged in those who have been, or are likely to be, exposed to TB. An increased likelihood of exposure may be encountered by traveling to certain areas. In addition, tofacitinib is not to be used in patients with severe hepatic impairment, or low hemoglobin (less than 9g/dL). Cautioned is advised when using tofacitinib in patients at risk of gastrointestinal perforation, and in the elderly who are more susceptible to infection.   "	JAK3, JAK1, JAK2, TYK2	-1.8005035283597848	7.768904848292765e-06
12	DB00831	trifluoperazine	For the treatment of anxiety disorders, depressive symptoms secondary to anxiety and agitation.	ADRA1A, CALY, TNNC1, DRD2, CALM1, S100A4	-1.7556408750121408	7.768904848292765e-06
13	DB05134	tanespimycin	Investigated for use/treatment in leukemia (myeloid) and solid tumors.	HSP90AB1, HSP90AA1	-4.2413479569461465	1.8280525892712378e-05
14	DB12695	phenethyl-isothiocyanate		SMARCE1, PSMA3, ACTB, YWHAE, DIABLO, YWHAQ, TUBB3, HSPB1, NUDC, CYB5B, RANBP1, TPM4, HSPA4, HNRNPK, USP14, ATP5ME, PAPPA, SF3A3, FBXO41, YWHAB, HSPH1, TPM3, HSPE1, TUBA3C, MT-ND1, YWHAZ, UCHL1, HNRNPF, ATP5MG, TUBA1A, TXN, TPD52L2, TUBB4B, SUCLG2, TUBB2A, ACTA2, TPM1, S100A10, VIM, PSMC3, TUBA4A, VCP, YWHAH, TUBB1, ATP5F1B	-1.914281830779935	1.8280525892712378e-05
15	DB00603	medroxyprogesterone-acetate	Medroxyprogesterone acetate (MPA) oral tablets are indicated to treat secondary amenorrhea, reduce the incidence of endometrial hyperplasia in postmenopausal women, and to treat abnormal uterine bleeding due to hormonal imbalance, not organic pathology.[L8657] Oral tablets containing MPA and conjugated estrogens are indicated to prevent postmenopausal osteoporosis and to treat moderate to severe menopausal symptoms such as vasomotor symptoms, vulvar atrophy, and vaginal atrophy.[L8660] Subcutaneous MPA is indicated to prevent pregnancy and manage pain associated with endometriosis.[L8663] Intramuscular MPA is indicated to prevent pregnancy,[L8666] and at higher concentrations for palliative treatment of endometrial or renal carcinoma.[L8669]	ESR1, PGR, ABCB1, GABRA1	-1.1493400555857367	1.8280525892712378e-05
16	DB06080	linifanib	Investigated for use/treatment in leukemia (myeloid), myelodysplastic syndrome, and solid tumors.	FLT1, KDR, KIT, CSF1R, FLT3, FLT4	-1.1250464627249992	1.8280525892712378e-05
17	DB06589	pazopanib	Treatment of advanced renal cell cancer and advanced soft tissue sarcoma (in patients previously treated with chemotherapy) 	FLT1, KDR, PDGFRA, KIT, FGF1, FGFR3, SH2B3, PDGFRB, FLT4, ITK	-0.7233548555543581	1.8280525892712378e-05
18	DB02709	resveratrol	Being investigated for the treatment of Herpes labialis infections (cold sores).	ALOX15, PI4K2B, NR1I2, PTGS1, KHSRP, PPARG, ESR1, MTNR1A, AKT1, NQO2, SIRT1, YARS1, APP, AHR, NR1I3, CSNK2A1, MTNR1B, CBR1, PTGS2, SNCA, SLC2A1, ITGA5, ALOX5, ITGB3, CLEC14A, PPARA	-0.7112164835112856	1.8280525892712378e-05
19	DB00313	valproic-acid	"**Indicated** for:[Label] 

1) Use as monotherapy or adjunctive therapy in the management of complex partial seizures and simple or complex absence seizures. 

2) Adjunctive therapy in the management of multiple seizure types that include absence seizures. 

3) Prophylaxis of migraine headaches.

4) Acute management of mania associated with bipolar disorder.


**Off-label** uses include:
 
1) Maintenance therapy for bipolar disorder.[A177919]

2) Treatment for acute bipolar depression.[A177928,A177931,A177934]

3) Emergency treatment of status epilepticus.[A177955]"	OGDH, HDAC2, PPARD, ALDH5A1, PPARG, SCN1A, HDAC9, ACADSB, PPARA	-0.6732253657909469	1.8280525892712378e-05
20	DB02659	cholic-acid	Oral cholic acid is indicated for: treatment of bile acid synthesis disorders due to single enzyme defects; and as adjunctive treatment of peroxisomal disorders including Zellweger spectrum disorders in patients who exhibit manifestations of liver disease, steatorrhea or complications from decreased fat soluble vitamin absorption. 	COX7B, COX8A, COX5B, PLA2G1B, GPBAR1, CES1, COX5A, COX6C, COX6A2, ESRRG, NR1H4, FECH, COX6B1, MT-CO2, COX4I1, FABP6, MT-CO3, COX7A1, ADH1C, MT-CO1, COX7C	-0.5843136250898415	1.8280525892712378e-05
21	DB08901	ponatinib	Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy.	KDR, LCK, PDGFRA, TEK, BCR, KIT, RET, FGFR2, FLT3, ABL1, LYN, SRC, FGFR3, FGFR4, FGFR1	-0.5225090519690375	1.8280525892712378e-05
22	DB01167	tracazolate	For the treatment of the following fungal infections in immunocompromised and non-immunocompromised patients: pulmonary and extrapulmonary blastomycosis, histoplasmosis, aspergillosis, and onychomycosis.	CYP51A1	-5.980749574358	4.326794944529177e-05
23	DB03758	radicicol		HSP90AB1, PDK3, HSP90B1, DLAT	-1.960320375035009	4.326794944529177e-05
24	DB00252	phenytoin	Phenytoin is indicated to treat grand mal seizures, complex partial seizures, and to prevent and treat seizures during or following neurosurgery.[L9362] Injectable phenytoin and [Fosphenytoin], which is the phosphate ester prodrug formulation of phenytoin[A188571], are indicated to treat tonic-clonic status epilepticus, and for the prevention and treatment of seizures occurring during neurosurgery.[L10740]	SCN3A, NR1I2, SCN1B, SCN8A, SCN1A, KCNH2, SCN5A, CACNA1C, SCN2A, GABRA1	-1.1639812710348645	4.326794944529177e-05
25	DB01645	genistein	Currently Genistein is being studied in clinical trials as a treatment for prostate cancer.  	ESR1, NCOA1, SHBG, ESRRA, GPER1, ESR2, TOP2A, NR1I2, NCOA2, ESRRB, AKT1, CYP1B1, PTK2B	-0.5237633501645045	4.326794944529177e-05
