	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	Normalized_Enrichment_Score	FDR
23	DB01396	Digitoxin	For the treatment and management of congestive cardiac insufficiency, arrhythmias and heart failure.	ATP1A1	-4.555201022345888	1.6233851301687547	<0.0001
24	DB00390	Digoxin	"Digoxin is indicated in the following conditions: 1) For the treatment of mild to moderate heart failure in adult patients.[L9143] 2) To increase myocardial contraction in children diagnosed with heart failure.[L9143] 3) To maintain control ventricular rate in adult patients diagnosed with chronic atrial fibrillation.[L9143]

In adults with heart failure, when it is clinically possible, digoxin should be administered in conjunction with a diuretic and an angiotensin-converting enzyme (ACE) inhibitor for optimum effects.[L9143]

"	ATP1A1	-4.555201022345888	1.4377149432940295	<0.0001
25	DB07101	PD-0325901		MAP2K1	-4.391321376454263	2.6772705277427367	<0.0001
26	DB07460	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE		PTK2	-4.348993494791395	1.8889172269582213	<0.0001
27	DB07379	(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol		CDK6	-4.213948296063984	-1.707659552533665	<0.0001
28	DB08881	Vemurafenib	"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.[A31270] The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.[A31271] 
Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.[L1013] Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.[A31272]"	BRAF	-4.180012301677327	-2.148387584155327	<0.0001
29	DB06999	PLX-4720		BRAF	-4.180012301677327	-1.5300670905109879	<0.0001
30	DB00864	Tacrolimus	For use after allogenic organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It was given FDA approval in 1994 for use in liver transplantation. Since then, this indication has expanded to kidney, heart, small bowel, pancreas, lung, trachea, skin, cornea, and limb transplants. It has also been used in a topical preparation in the treatment of severe atopic dermatitis.	FKBP1A	-4.041979768743603	-1.6106135151514704	<0.0001
31	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide		EPHA7	-3.9799150615458436	-2.5492146206556607	<0.0001
32	DB07350	(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide		HDAC8	-3.896250029476388	-2.162331600038907	<0.0001
33	DB02565	4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide		HDAC8	-3.896250029476388	-1.8844683459053257	<0.0001
34	DB08756	Y-27632		ROCK1, ROCK2, PKIA, PRKACA	-3.849015987801315	1.907029433317021	<0.0001
35	DB07997	N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE		PKIA, PRKACA	-3.738453725726021	1.234448579002664	<0.0001
36	DB04149	(R)-Rolipram		PDE4D, PDE4B	-3.4833420273340154	1.520951106545354	<0.0001
37	DB14068	Dexniguldipine		ABCB1	-3.3540860782868487	2.1156673542557645	<0.0001
38	DB06191	Zosuquidar	Investigated for use/treatment in leukemia (myeloid) and myelodysplastic syndrome.	ABCB1	-3.3540860782868487	1.7660822365446722	<0.0001
39	DB14063	Dexverapamil		ABCB1	-3.3540860782868487	-1.6088435620431976	<0.0001
40	DB02877	Arotinoid acid		RARB	-3.2946011380916587	-1.601664303795408	<0.0001
41	DB06654	Safinamide	Safinamide is indicated as an add-on treatment to levodopa with or without other medicines for Parkinson’s disease	MAOB	-3.2946011380916587	-1.4578980550057494	<0.0001
42	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE		AKT2, GSK3B, PKIA, PRKACA	-3.100468196137838	2.383130168936785	<0.0001
43	DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE		PRKACA, AKT2, PKIA, GSK3B	-3.100468196137838	-1.849782345431375	<0.0001
44	DB03759	FG-9041		GRIA2	-3.077742848083825	1.5925136113931626	<0.0001
45	DB01013	Clobetasol propionate	Clobetasol propionate is indicated to treat moderate to severe plaque psoriasis[L11818,L118121,L11824] as well as inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L11815,L11827]	NR3C2, NR3C1, ANXA1	-2.7883286041916455	1.359628189112735	<0.0001
46	DB12500	Fedratinib	Fedratinib is indicated to treat adults with primary or secondary myelofibrosis that is either intermediate-2 or high risk.[L8090]	JAK2, JAK1, FLT3	-2.7641488210710317	2.1779561452219975	<0.0001
47	DB01222	Budesonide	Budesonide extended release capsules are indicated for the treatment and maintenance of mild to moderate Crohn’s disease.[L10601,L10604] Various inhaled budesonide products are indicated for prophylactic therapy in asthma[L10607,L10613,L10619] and reducing exacerbations of COPD.[L10619] A budesonide nasal spray is available over the counter for symptoms of hay fever and upper respiratory allergies.[L10616] Extended-release capsules are indicated to induce remission of mild to moderate ulcerative colitis[L10622] and a rectal foam is used for mild to moderate distal ulcerative colitis.[L10625] In addition, a delayed-release capsule formulation of budesonide is indicated to reduce proteinuria in adults with IgA nephropathy at risk of rapid disease progression.[L39479]	NR3C1, ANXA1	-2.560965233990681	1.7848181027788332	<0.0001
48	DB01380	Cortisone acetate	Cortisone acetate is indicated to treat a wide variety of endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, respiratory, hematologic, neoplastic, edematous, and gastrointestinal diseases and disorders.[A226300,L13203]	NR3C1, ANXA1	-2.560965233990681	1.686312439929177	<0.0001
49	DB13520	Metergoline		SCN2A	-2.465409416159291	-1.4282271303358698	<0.0001
50	DB07995	H-89		HASPIN, PKIA, PRKACA	-2.425375221364377	1.6593370171087982	<0.0001
51	DB03758	Radicicol		DLAT, HSP90AB1, HSP90B1, PDK3	-2.4076492793258657	-1.326341765277754	<0.0001
52	DB00762	Irinotecan	For the treatment of metastatic colorectal cancer (first-line therapy when administered with 5-fluorouracil and leucovorin). Also used in combination with cisplatin for the treatment of extensive small cell lung cancer. Irinotecan is currently under investigation for the treatment of metastatic or recurrent cervical cancer. Also used in combination with fluorouracil and leucovorin for the treatment of patients with metastatic adenocarcinoma of the pancreas after disease progression following gemcitabine-based therapy. 	TOP1MT, TOP1	-2.1978755949283055	-2.200943356976826	<0.0001
53	DB01030	Topotecan	For the treatment of advanced ovarian cancer in patients with disease that has recurred or progressed following therapy with platinum-based regimens. Also used as a second-line therapy for treatment-sensitive small cell lung cancer, as well as in combination with cisplatin for the treatment of stage IV-B, recurrent, or persistent cervical cancer not amenable to curative treatment with surgery and/or radiation therapy.	TOP1MT, TOP1	-2.1978755949283055	-1.7712044562095257	<0.0001
54	DB11689	Selumetinib	Although selumetinib has been investigated for the treatment of several types of cancer, it is currently only indicated for the treatment of neurofibromatosis type 1 (NF1) in patients ≥2 years who have symptomatic, inoperable plexiform neurofibromas (PN).[A193611,L12852,L12969]	MAP2K1, MAP2K2	-2.0952697945476753	2.082469100949224	<0.0001
55	DB08877	Ruxolitinib	"Ruxolitinib is indicated for the treatment of inte1mediate or high-risk myelofibrosis (MF), including prima1y MF, post-polycythemia vera MF and post-essential thrombocythemia MF in adults.[L31938] It is also indicated to treat disease-related splenomegaly or symptoms in adult patients with these conditions.[L32073]

Ruxolitinib is indicated for the treatment of polycythemia vera (PV) in adults who have had an inadequate response to or are intolerant of hydroxyurea.[L31938]

Ruxolitinib is indicated for the treatment of steroid-refracto1y acute graft-versus-host disease (GVHD) in adult and pediatric patients 12 years and older.[L31938]

Ruxolitinib is indicated for topical non-continuous and short-term treatment of mild to moderate atopic dermatitis in immunocompetent patients who are 12 years and older and whose disease is not adequately controlled with topical prescription therapies or when the topical prescription therapies are not advisable.[L39125]"	TYK2, JAK2, JAK1, JAK3	-2.0229161689635458	1.7760384945385737	<0.0001
56	DB08895	Tofacitinib	"For the treatment of moderate to severe rheumatoid arthritis which is resistant or intolerant to methotrexate therapy. It may also be used as an adjunct to methotrexate therapy, or other non-biologic disease-modifying antirheumatic drugs (DMARDS), when methotrexate alone is not sufficient.  

Tofacitinib has also been investigated as a preventative therapy for kidney transplant rejections, and as a treatment for psoriasis, ulcerative colitis, and ankylosing spondylitis. 

It is not to be initiated in patients with a history of chronic or recurrent infections, or in the presence of active infection, even if localized, due to reports of serious and sometimes fatal infections (commonly pneumonia, herpes zoster and urinary tract infections). Use of tofacitinib is also discouraged in those who have been, or are likely to be, exposed to TB. An increased likelihood of exposure may be encountered by traveling to certain areas. In addition, tofacitinib is not to be used in patients with severe hepatic impairment, or low hemoglobin (less than 9g/dL). Cautioned is advised when using tofacitinib in patients at risk of gastrointestinal perforation, and in the elderly who are more susceptible to infection.   "	TYK2, JAK2, JAK1, JAK3	-2.0229161689635458	1.3683159905044877	<0.0001
57	DB09073	Palbociclib	"Palbociclib is indicated in combination with [letrozole] as initial endocrine-based therapy for the treatment of human epidermal growth factor receptor type 2 (HER2)-negative and hormone receptor(HR)-positive tumors in adult patients with advanced/metastatic breast cancer. It is as well approved in combination with [fulvestrant] in patients with disease progression with prior endocrine therapy.[A176783]

In the official labeling, the use of palbociclib should be accompanied with either an aromatase inhibition, no restricted to letrozole, as initial endocrine-based therapy in postmenopausal women or in man.[FDA label]

The breast cancer starts as a group of cancer cells that grow into and destroy the nearby breast tissue. This growth can spread into other parts of the body which is called metastasis. According to the location of the cancer cells, it can be categorized in ductal carcinoma and lobular carcinoma. However, other types of breast cancer include inflammatory breast cancer, Paget disease of the breast, triple negative breast cancer non-Hodgkin lymphoma and soft tissue sarcoma.[L5870] In males, breast cancer is usually treated as the cases of postmenopausal women and almost all the cases are ductal carcinoma.[L5873]"	CDK6, CDK4	-2.006583254352536	2.111322805525613	<0.0001
58	DB05984	RAF-265	Investigated for use/treatment in melanoma.	BRAF, KDR	-1.9896152571592078	-1.8319758940946704	<0.0001
59	DB00694	Daunorubicin	"For remission induction in acute nonlymphocytic leukemia (myelogenous, monocytic, erythroid) of adults and for remission induction in acute lymphocytic leukemia of children and adults.

Daunorubicin is indicated in combination with [cytarabine] for the treatment of newly-diagnosed therapy-related acute myeloid leukemia (t-AML) or AML with myelodysplasia-related changes (AML-MRC) in adults and pediatric patients 1 year and older.[L32843]"	TOP2A, TOP2B	-1.9587219857281157	-2.800907311876342	<0.0001
60	DB00380	Dexrazoxane	For reducing the incidence and severity of cardiomyopathy associated with doxorubicin administration in women with metastatic breast cancer who have received a cumulative doxorubicin hydrochloride dose of 300 mg/m^2 and would benefit from continued doxorubicin therapy. Also approved for the treatment of extravasation from intravenous anthracyclines.	TOP2A, TOP2B	-1.9587219857281157	1.7457596798199615	<0.0001
61	DB00773	Etoposide	For use in combination with other chemotherapeutic agents in the treatment of refractory testicular tumors and as first line treatment in patients with small cell lung cancer. Also used to treat other malignancies such as lymphoma, non-lymphocytic leukemia, and glioblastoma multiforme.	TOP2A, TOP2B	-1.9587219857281157	-1.626369779338519	<0.0001
62	DB08597	Dorsomorphin		FKBP1A, ACVR1	-1.920598990692346	1.8490229932803561	<0.0001
63	DB01229	Paclitaxel	Used in the treatment of Kaposi's sarcoma and cancer of the lung, ovarian, and breast. Abraxane® is specfically indicated for the treatment of metastatic breast cancer and locally advanced or metastatic non-small cell lung cancer.	MAP2, MAP4, NR1I2, BCL2, MAPT, TUBB1	-1.915660806979102	1.2240419882352644	<0.0001
64	DB01782	Pyrazolanthrone		MAPK8, MAPK8IP1, MAPK10, TTK	-1.8550585038600351	2.3359728527471986	<0.0001
65	DB04297	Trichostatin A		HDAC7, HDAC8	-1.8477341210587381	-2.430098758116344	<0.0001
66	DB11781	Tosedostat		NPEPPS, LTA4H	-1.8424647027355976	1.5408146729411698	<0.0001
67	DB03374	3,5-Diiodotyrosine		PRSS1, IYD, PKIA, PRKACA	-1.7688359691835545	-1.8185036021988612	<0.0001
68	DB07374	Anisomycin		RPL19, RPL13A, RSL24D1, RPL3, RPL37, SNU13, RPL10L, RPL26L1, RPL11, RPL23, RPL15, RPL8, RPL23A	-1.648642283113476	1.9776161576341629	<0.0001
69	DB02587	Colforsin		ADCY5, ADCY2, CFTR, GNAS	-1.6011519700649568	-2.1759394206923357	<0.0001
70	DB01132	Pioglitazone	Pioglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.[L11416] It is also available in combination with [metformin],[L11419] [glimepiride],[L11422] or [alogliptin][L11425] for the same indication.	PPARG, MAOB	-1.5469096753663736	1.9255051129952616	<0.0001
71	DB02509	Farnesol		NR1H4, MAOB	-1.5469096753663736	1.4455944985676739	<0.0001
72	DB01247	Isocarboxazid	Isocarboxazid is indicated for the treatment of the enduring and debilitating symptoms of depression that have not responded to other antidepressant drugs.[L1372] Depression is a common but serious mood disorder. The patient will present changes in its feelings, thoughts, and ability to handle everyday activities. For a mood disorder to be considered as depression, the symptoms should be present for at least two weeks.[L1375]	MAOA, MAOB	-1.5469096753663736	-1.1667368380058896	<0.0001
73	DB04513	N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide		TNNI3, TNNC1, CALM1	-1.5258758580171765	1.6213969234940602	<0.0001
74	DB06152	Nylidrin	Nylidrin is mainly indicated in conditions like arteriosclerosis, cerebrovascular disease, peripheral vascular disease, Raynaud's disease, thrombo-angitis obliterans, and thrombophlebitis [L2285]. It may sometimes be used in the treatment of peripheral vascular disorders in addition premature labor (however, the drug is not approved for premature labor)[A32531].	CACNA1I, IFNAR2	-1.46303955168743	-1.7066609443622793	<0.0001
75	DB01092	Ouabain	For the treatment of atrial fibrillation and flutter and heart failure	ATP1A2, ATP1A1, ATP1A3	-1.3845458158760215	1.47750711383646	<0.0001
76	DB04599	Aniracetam		GRIA2, HTR2A, GRIA3, DRD2	-1.384162484202009	-1.4255817599409637	<0.0001
77	DB02052	Indirubin-3'-monoxime		AHR, GSK3B, CDK5R1, CDK1, CDK5, CDK2	-1.378215706758387	-1.2800946864012004	<0.0001
78	DB00818	Propofol	Used for induction and/or maintenance of anaesthesia and for management of refractory status epilepticus. 	GABRB2, SCN2A, GABRB3, GABRA1, SCN4A	-1.3730880020706426	1.5994811177610393	<0.0001
79	DB00201	Caffeine	Caffeine is indicated for the short term treatment of apnea of prematurity in infants and off label for the prevention and treatment of bronchopulmonary dysplasia caused by premature birth.[T716,L9851] In addition, it is indicated in combination with sodium benzoate to treat respiratory depression resulting from an overdose with CNS depressant drugs.[L9899] Caffeine has a broad range of over the counter uses, and is found in energy supplements, athletic enhancement products, pain relief products, as well as cosmetic products.[T716,L9854,L9872]	ITPR1, ADORA2B, PDE1A, ADORA1, PRKDC, PDE4B, ADORA2A, ADORA3, RYR1, PIK3CB, PDE1B, ATM, PIK3CA, PIK3CD	-1.3367344136890786	1.6397925491480885	<0.0001
80	DB00393	Nimodipine	For use as an adjunct to improve neurologic outcome following subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms by reducing the incidence and severity of ischemic deficits.	CACNA1S, CACNB3, CACNA1C, CACNB4, CACNA1D, AHR, CACNB2, NR3C2, CACNA1F, CACNB1	-1.3317779063670387	2.089640587741685	<0.0001
81	DB12695	Phenethyl Isothiocyanate		PSMC3, FBXO41, YWHAQ, TPM4, TUBA1A, ATP5F1B, ATP5MG, DIABLO, HSPB1, TPM1, TXN, ACTB, SMARCE1, S100A10, RANBP1, TUBA4A, TPM3, HSPA4, YWHAZ, PSMA3, HSPH1, NUDC, UCHL1, YWHAH, SF3A3, TUBB2A, ATP5ME, USP14, ACTA2, SUCLG2, PAPPA, HSPE1, TUBB3, TUBB1, YWHAB, TPD52L2, TUBA3C, TUBB4B, VIM, HNRNPK, MT-ND1, HNRNPF, VCP, CYB5B, YWHAE	-1.3062673174885906	1.7711105551362272	<0.0001
82	DB05266	Ibudilast	For the treatment of multiple sclerosis, asthma, and cerebrovascular disease.	PDE4C, PDE4B, PDE4A, PDE3A, PDE4D	-1.2728677385182587	-1.5277662529364457	<0.0001
83	DB03777	Bisindolylmaleimide I		PRKCI, PDPK1, PIM1	-1.2617898929023976	-2.068919635135678	<0.0001
84	DB01205	Flumazenil	For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.	GABRA1, GABRG2, GABRA5	-1.2445956225301789	-1.4427355600408103	<0.0001
85	DB06195	Seliciclib	Investigated for use/treatment in breast cancer, lung cancer, lymphoma (unspecified), multiple myeloma, leukemia (lymphoid), and cancer/tumors (unspecified).	CSNK1E, CDK9, MAPK1, CDK1, CDK7, MAPK3, CDK2	-1.2019741614480948	-1.9199996016313803	<0.0001
86	DB07080	TO-901317		RXRB, NCOA2, NR1I2, NCOA1, NR1H3, NR1H2	-1.1945326312386988	-1.5193103505649739	<0.0001
87	DB12116	Epigallocatechin gallate		AHR, DHFR2, DNMT1	-1.1817035649366407	2.0010120795016686	<0.0001
88	DB00499	Flutamide	For the management of locally confined Stage B2-C and Stage D2 metastatic carcinoma of the prostate	AHR, NR1I2, AR	-1.1817035649366407	-1.6567839808150207	<0.0001
89	DB00834	Mifepristone	For the medical termination of intrauterine pregnancy through 49 days' pregnancy. Also indicated to control hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and are not candidates for surgery or have had unsuccessful surgery.	KLK3, NR3C1, NR1I2, PGR	-1.1800917233158843	1.654985386901512	<0.0001
90	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID		RXRB, NR1H3, NCOA2	-1.1784380184089682	-1.8870549818312394	<0.0001
91	DB07863	2-chloro-5-nitro-N-phenylbenzamide		PPARG, NCOA2, RXRA	-1.1784380184089682	1.8337397606240715	<0.0001
92	DB00675	Tamoxifen	Tamoxifen is indicated to treat estrogen receptor positive metastatic breast cancer in adults, as an adjuvant in the treatment of early stage estrogen receptor positive breast cancer in adults, to reduce the risk of invasive breast cancer after surgery and radiation in adult women with ductal carcinoma in situ.[L7802]	MAPK8, ESR1, ESR2, PRKCA, NR1I2, ESRRG, SHBG, KCNH2, EBP, AR	-1.140970048186842	-2.169786791154722	<0.0001
93	DB01023	Felodipine	For the treatment of mild to moderate essential hypertension. 	CACNA2D2, CACNA1S, CACNA1H, PDE1A, CALM1, CACNA1C, CACNA1D, TNNC2, CACNA2D1, CACNB2, NR3C2, PDE1B, TNNC1	-1.1387465711965439	1.5292421187573155	<0.0001
94	DB00836	Loperamide	For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.	OPRD1, CALM1, OPRK1, OPRM1, NR1I3, POMC, CACNA1A	-1.1038151855284999	1.732607199454474	<0.0001
95	DB01100	Pimozide	Used for the suppression of motor and phonic tics in patients with Tourette's Disorder who have failed to respond satisfactorily to standard treatment.	CALM1, DRD3, DRD2, KCNH2	-1.0942114466731543	-1.5624811713219853	<0.0001
96	DB02116	Olomoucine		CDK1, CDK5, CDK2, MAPK1	-1.087181892969144	-1.9819306174276423	<0.0001
97	DB01115	Nifedipine	Nifedipine capsules are indicated to treat vasospastic angina and chronic stable angina.[L11383] Extended release tablets are indicated to treat vasospastic angina, chronic stable angina, and hypertension.[L11389,L1245]	CACNA1G, CACNA1S, CALM1, CACNA1C, CACNA1D, NR1I2, KCND3, CACNB2	-1.0854998290648523	-1.7712976468627428	<0.0001
98	DB08059	Wortmannin		PIK3CA, PLK1, PIK3CG, PIK3R1	-1.060902288107848	-1.964849365005416	<0.0001
99	DB01054	Nitrendipine	For the treatment of mild to moderate hypertension	CACNA2D2, CACNA1S, CACNA1H, CACNA1C, CACNA1D, CACNA2D1, CACNB2	-1.05494086880397	-1.5425438633976452	<0.0001
100	DB08080	Latrunculin B		SPIRE2, MRTFA, ACTA1	-1.0470409297285281	2.157203842453822	<0.0001
101	DB05470	VX-702	Investigated for use/treatment in coronary artery disease, inflammatory disorders (unspecified), and rheumatoid arthritis.	IL1B, MAPK14, TNF, IL6	-1.0291320881727208	1.3087514831822662	<0.0001
102	DB00831	Trifluoperazine	For the treatment of anxiety disorders, depressive symptoms secondary to anxiety and agitation.	CALM1, S100A4, DRD2, ADRA1A, TNNC1, CALY	-1.0195312508005692	-1.4275118982696218	<0.0001
